,username,short_bio,user_id,title
39,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Lucid is back
40,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Hello New Followers
41,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Lucid is live
42,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,My first post
43,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Testing image
44,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Testing image
45,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Testing tags and really long posts
46,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,My Internship Journey So Far
47,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Class Day 1
48,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,My Experience In HTML
49,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,My Experience In HTML
50,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Lucid is back
51,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Lucid is live
52,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Hello New Followers
53,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,New features incoming
54,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,How did your day go?
55,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Working round the clock on Lucid
56,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Stressful Day
57,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Stressful Day
58,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Test
59,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Testing tags and really long posts
60,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,Test
61,jeff.ogah,Front End Developer | React Developer | Mentor @StartNG | DSC Lead AKSU | Front End Study Group Facilitator @ Facebook Developer Circles: Uyo,3.0,My first post
62,nathan,| Software Developer | DevOps Engineer | @linuxjobber,4.0,Good Afternoon People
63,nathan,| Software Developer | DevOps Engineer | @linuxjobber,4.0,TEst
64,nathan,| Software Developer | DevOps Engineer | @linuxjobber,4.0,Good Afternoon People
65,nathan,| Software Developer | DevOps Engineer | @linuxjobber,4.0,TEst
66,lamar,I Am lamar and you don't think am real?,,
67,xyluz,My Open Diary,6.0,CEO -- Story so Far
68,xyluz,My Open Diary,6.0,CEO -- Story so Far
69,markessien,An engineer,7.0,EVALUATING STARTUP IDEAS
70,markessien,An engineer,7.0,ARE YOU CAPABLE OF BEING RUTHLESS TO GET AHEAD?
71,markessien,An engineer,7.0,EVALUATING STARTUP IDEAS
72,markessien,An engineer,7.0,DON'T ASK WHY YOU WERE REJECTED
73,markessien,An engineer,7.0,DO YOU NEED A CO-FOUNDER?
74,markessien,An engineer,7.0,ARE YOU CAPABLE OF BEING RUTHLESS TO GET AHEAD?
75,markessien,An engineer,7.0,BUILD AROUND YOUR DISCOVERY MECHANISM
76,markessien,An engineer,7.0,HOW TO AVOID BEING A ONE-HIT WONDER
77,markessien,An engineer,7.0,TWO YEARS IN THE TRENCHES BUILDING HOTELS.NG
78,markessien,An engineer,7.0,SHALLOW THINKING
79,markessien,An engineer,7.0,THE SUNFLOWER
80,markessien,An engineer,7.0,DO YOU NEED A CO-FOUNDER?
81,markessien,An engineer,7.0,BUILD AROUND YOUR DISCOVERY MECHANISM
82,markessien,An engineer,7.0,YOUR HIGH IQ WILL KILL YOUR STARTUP
83,markessien,An engineer,7.0,SHALLOW THINKING
84,markessien,An engineer,7.0,BUILD AROUND YOUR DISCOVERY MECHANISM
85,markessien,An engineer,7.0,A CHINESE VILLAGER WHO SELLS MORE SOFTWARE DAILY THAN YOU DO
86,markessien,An engineer,7.0,YOUR HIGH IQ WILL KILL YOUR STARTUP
87,markessien,An engineer,7.0,DON'T ASK WHY YOU WERE REJECTED
88,markessien,An engineer,7.0,BUILD AROUND YOUR DISCOVERY MECHANISM
89,markessien,An engineer,7.0,A CHINESE VILLAGER WHO SELLS MORE SOFTWARE DAILY THAN YOU DO
90,markessien,An engineer,7.0,HOW TO AVOID BEING A ONE-HIT WONDER
91,markessien,An engineer,7.0,TWO YEARS IN THE TRENCHES BUILDING HOTELS.NG
92,markessien,An engineer,7.0,THE SUNFLOWER
93,ahlesswywk,"Software Developer hotelsng, Ex. Frontend developer ckdigital",8.0,
94,26th_edmund,Front-end Engineer 💻 | FIFA advocate 🎮 |  Ninja 🥋,9.0,Hello Lucid!!
95,26th_edmund,Front-end Engineer 💻 | FIFA advocate 🎮 |  Ninja 🥋,9.0,Hello Lucid!!
96,stefanpongrz,Here,,
97,j.naiaretti,,11.0,
98,samuelamujo,,,
99,bosunski,,,
100,shopejuh,,,
101,onaziken,#ManLikePat,15.0,
102,topstronics,,,
103,jarish001,Front end developer at Chaka.ng,17.0,
104,wizitendo10,,18.0,
105,idriseun222,Software Engineer,,
106,albidosurest,Doing all in my power to touch lives and change the world!,20.0,
107,samuelsweke,,,
108,godspeed.gp,,,
109,oluwatomisin1605,Web Developer,23.0,
110,stylishpaul.ps,,,
111,buka4rill,Software Developer,25.0,
112,everistusolumese,,26.0,
113,chygoz2,,,
114,perekelvin66,,28.0,
115,lucidowner.test,,,
116,localcalebman2,,,
117,nedsoftdeveloper,,,
118,dimcharles69,,,
119,sainttobs,Full Stack Developer,,
120,bonwuorah,"Dreamer, Engineer, Creator",,
121,enoch4real7,,,
122,emmaron78,,,
123,o.ifeoluwasimi,,,
124,olasupoabdulhakeem2002,"A seasoned Product Designer, Front end developer and  a graphic designer.",,
125,folorunshophysismaster,I have a knack towards problem solving | Front-end Developer,39.0,
126,icnwakanma,,,
127,techissued,,,
128,tranquil2017,Goal achiever,,
129,adamsohiani,,,
130,ibukunkuforiji,...essentially human...,,
131,motunrayodacosta,Frontend Developer and Facilitator at Start.NG,45.0,jbhjkhkbb
132,motunrayodacosta,Frontend Developer and Facilitator at Start.NG,45.0,jbhjkhkbb
133,okikiomikunle,Young buzzing youth,46.0,MY HNG START.NG PRE-INTERNSHIP EXPERIENCE
134,okikiomikunle,Young buzzing youth,46.0,THOSE FIRST HTML CODES.....NOT AS EASY AS IT SEEMS
135,okikiomikunle,Young buzzing youth,46.0,THOSE FIRST HTML CODES.....NOT AS EASY AS IT SEEMS
136,okikiomikunle,Young buzzing youth,46.0,FEAR - An unworthy menace
137,okikiomikunle,Young buzzing youth,46.0,MY HNG START.NG PRE-INTERNSHIP EXPERIENCE
138,okikiomikunle,Young buzzing youth,46.0,FEAR - An unworthy menace
139,utempirehelp,An Erudite (Hungry Learner),47.0,HNGInternship6 Rules
140,utempirehelp,An Erudite (Hungry Learner),47.0,HNGInternship6 Rules
141,utempirehelp,An Erudite (Hungry Learner),47.0,User Acceptance Testing Using Lucid
142,utempirehelp,An Erudite (Hungry Learner),47.0,How Not to Miss Important Information on StartNG
143,utempirehelp,An Erudite (Hungry Learner),47.0,We Finally Have a Carbon-dioxide-filled Market Online
144,utempirehelp,An Erudite (Hungry Learner),47.0,Overcoming the Rough Road to Front End Development
145,utempirehelp,An Erudite (Hungry Learner),47.0,Overcoming the Rough Road to Front End Development
146,utempirehelp,An Erudite (Hungry Learner),47.0,We Finally Have a Carbon-dioxide-filled Market Online
147,utempirehelp,An Erudite (Hungry Learner),47.0,How Not to Miss Important Information on StartNG
148,utempirehelp,An Erudite (Hungry Learner),47.0,User Acceptance Testing Using Lucid
149,idiagheosaigbovoosas,"your everyday bad guy with mad skills in creative writing and too i am your next boyfriend, did even tell you i want to be a 10s web developer.",48.0,SO FAR SO GOOD WITH START.NG
150,idiagheosaigbovoosas,"your everyday bad guy with mad skills in creative writing and too i am your next boyfriend, did even tell you i want to be a 10s web developer.",48.0,SO FAR SO GOOD WITH START.NG
151,abigailjibril,I am a Communications Manager interested in philanthropy and improving energy access.,49.0,Failing is okay.
152,abigailjibril,I am a Communications Manager interested in philanthropy and improving energy access.,49.0,STARTDOTNG - MY JOURNEY SO FAR
153,abigailjibril,I am a Communications Manager interested in philanthropy and improving energy access.,49.0,STARTDOTNG - PROGRESS WITH TASK 2.
154,abigailjibril,I am a Communications Manager interested in philanthropy and improving energy access.,49.0,Failing is okay.
155,abigailjibril,I am a Communications Manager interested in philanthropy and improving energy access.,49.0,STARTDOTNG - PROGRESS WITH TASK 2.
156,abigailjibril,I am a Communications Manager interested in philanthropy and improving energy access.,49.0,STARTDOTNG - MY JOURNEY SO FAR
157,samsontontoye,On a journey to change the world,50.0,
158,malikmukhtar63,Aspiring Front End Developer,,
159,ayodeleadeyi80,Aspiring Full-stack Web developer,52.0,
160,apeji93,I am a solution's architect and Economist look to learn various programming languages.,,
161,adeyiesther01,Just a girl who loves tech,54.0,The Journey with StartNG: Creating my CV with pure HTML
162,adeyiesther01,Just a girl who loves tech,54.0,The Journey with StartNG: Creating my CV with pure HTML
163,adeyiesther01,Just a girl who loves tech,54.0,The Journey So Far
164,adeyiesther01,Just a girl who loves tech,54.0,The Journey with StartNG: Creating my CV with pure HTML
165,adeyiesther01,Just a girl who loves tech,54.0,The Journey So Far
166,adeyiesther01,Just a girl who loves tech,54.0,The Journey with StartNG: Creating my CV with pure HTML
167,adeyiesther01,Just a girl who loves tech,54.0,The Journey So Far
168,adeyiesther01,Just a girl who loves tech,54.0,The Journey So Far
169,adeyiesther01,Just a girl who loves tech,54.0,The Journey So Far
170,adeyiesther01,Just a girl who loves tech,54.0,The Journey So Far
171,contact,"Hello, I am Paul E. Okonko, MNSE currently based in Port Harcourt and have passion for computing.",55.0,
172,jeggsatony,Hello World!!,56.0,
173,omofolarinwa.kamar,"A mechatronics engineer, machine learning enthusaist, lover of music and nature",57.0,The first HTML Class
174,omofolarinwa.kamar,"A mechatronics engineer, machine learning enthusaist, lover of music and nature",57.0,The first HTML Class
175,omofolarinwa.kamar,"A mechatronics engineer, machine learning enthusaist, lover of music and nature",57.0,My HNG pre-internship experience
176,omofolarinwa.kamar,"A mechatronics engineer, machine learning enthusaist, lover of music and nature",57.0,What would become of me?
177,omofolarinwa.kamar,"A mechatronics engineer, machine learning enthusaist, lover of music and nature",57.0,My HNG pre-internship experience
178,omofolarinwa.kamar,"A mechatronics engineer, machine learning enthusaist, lover of music and nature",57.0,What would become of me?
179,boluoguna,,,
180,ob.arotiba,Digital Marketer | Network Engineer,59.0,
181,onyinyeiloanugo,,,
182,akpos008,Cool and easy going,61.0,
183,giftomodu20,"Back-end Developer...

Error
#404
Trainee Not Professional Found",62.0,
184,kenovienadu,,,
185,ademolaoladapo,Full stack inview,,
186,ogundejiitunu60,Interested in anything Tech,,
187,kevchike,Web Developer,,
188,queendalin.nduka,"Beauty with Brains, 
Aspiring Frontend Developer,
Love tech and swimming.",,
189,khemmy65,I am an aspiring Full Stack developer,68.0,
190,daveuwe1,,69.0,
191,josephachonu,A Tech ethusiast and a strong believer in education and it's power to Change lives,70.0,
192,message.ao,"I'm a Web Developer with stoic love for beautiful things, art, science, technology, books, sports, landscapes and languages gets me.",71.0,
193,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
194,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
195,nefejames1,Front-End Dev,72.0,STARTNG AND HTML
196,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
197,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
198,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
199,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
200,nefejames1,Front-End Dev,72.0,My First Hng Post
201,nefejames1,Front-End Dev,72.0,Start.ng Internship So Far
202,nefejames1,Front-End Dev,72.0,THE STARTNG INTERNSHIP SO FAR
203,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
204,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
205,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
206,nefejames1,Front-End Dev,72.0,STARTNG AND HTML TUTORIAL
207,nefejames1,Front-End Dev,72.0,STARTNG AND HTML
208,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
209,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
210,nefejames1,Front-End Dev,72.0,STARTNG AND HTML
211,nefejames1,Front-End Dev,72.0,STARTNG AND HTML TUTORIAL
212,nefejames1,Front-End Dev,72.0,STARTNG AND HTML
213,nefejames1,Front-End Dev,72.0,THE STARTNG INTERNSHIP SO FAR
214,nefejames1,Front-End Dev,72.0,Start.ng Internship So Far
215,nefejames1,Front-End Dev,72.0,My First Hng Post
216,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
217,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
218,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
219,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
220,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
221,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
222,nefejames1,Front-End Dev,72.0,THE RELATION BETWEEN HTML AND CSS
223,charlesokoliocha,,73.0,
224,akan.udoukpo,"Stay at home mom , eager to develop herself personally and professionally",74.0,
225,Aliyue,,,
226,chinazaugwu12,,76.0,
227,oiadebayo11,WordPress designer and developer | Data miner | Html css and javascript developer,,
228,emmanuelezenwigbo,Web developer,78.0,
229,chidexy67,Tech savvy Google Certified Digital Media Strategist || Web Developer || Real Estate Consultant,,
230,oge.iwuanyanwu,,,
231,davidadigwu,I think i'm a nerd.,81.0,
232,edimainwang,Crazy rich Nigerian.,82.0,
233,adegbesangideon,"Hmm, fresh air...",,
234,lchikodili,,,
235,ayoolaolugbengadaniel4,,,
236,benjaminwhyss,Freelance Writer and Front-end Developer,86.0,
237,victormba34,Always hungry?,87.0,
238,lateef4ril,Aspiring to become a frontend developer,,
239,charlesoloyede,That baby steps may become giant steps.,89.0,
240,dward009,Always in motion...,90.0,
241,chiboicesc,,91.0,
242,bindas.fs,I’m a better version of myself,92.0,The StartNg Intern Experience
243,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
244,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
245,bindas.fs,I’m a better version of myself,92.0,Final Post
246,bindas.fs,I’m a better version of myself,92.0,Slow down
247,bindas.fs,I’m a better version of myself,92.0,Cannot view my tags
248,bindas.fs,I’m a better version of myself,92.0,Slow down
249,bindas.fs,I’m a better version of myself,92.0,Another one
250,bindas.fs,I’m a better version of myself,92.0,Post with tags
251,bindas.fs,I’m a better version of myself,92.0,Default post
252,bindas.fs,I’m a better version of myself,92.0,Final Post
253,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
254,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
255,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
256,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
257,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
258,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
259,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
260,bindas.fs,I’m a better version of myself,92.0,Default post
261,bindas.fs,I’m a better version of myself,92.0,Another one
262,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNg
263,bindas.fs,I’m a better version of myself,92.0,Cannot view my tags
264,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
265,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
266,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
267,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
268,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
269,bindas.fs,I’m a better version of myself,92.0,The StartNg Intern Experience
270,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
271,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
272,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNg
273,bindas.fs,I’m a better version of myself,92.0,Post with tags
274,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
275,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
276,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
277,bindas.fs,I’m a better version of myself,92.0,Learning HTML with StartNG
278,eni.fanegan,,93.0,My HTML Task
279,eni.fanegan,,93.0,My HTML Task
280,eni.fanegan,,93.0,My HTML Task
281,eni.fanegan,,93.0,My HTML Skill Task
282,eni.fanegan,,93.0,My HTML Skill Task
283,eni.fanegan,,93.0,My HTML Skill Task
284,eni.fanegan,,93.0,My HTML Skill Task
285,eni.fanegan,,93.0,My Journey So Far on HTML
286,eni.fanegan,,93.0,My HTML Task
287,eni.fanegan,,93.0,My HTML Task
288,eni.fanegan,,93.0,My HTML Task
289,eni.fanegan,,93.0,Developing Nigeria
290,eni.fanegan,,93.0,My Pre Internship Program
291,eni.fanegan,,93.0,My HTML Skill Task
292,eni.fanegan,,93.0,My Pre Internship Program
293,eni.fanegan,,93.0,Developing Nigeria
294,eni.fanegan,,93.0,My Journey So Far on HTML
295,eni.fanegan,,93.0,My HTML Skill Task
296,idrisaboladeo,,,
297,omoh.afekhume1,Eager to learn.,95.0,
298,manuelckay,"An enthusiast of technology, looking to solve problems and create an atmosphere of limitless possibilities.",,
299,tjruffy,"I am an Electrical Engineer with over 7 years experience in security/safety system which includes cctv, access control, fire alarm e.t.c. 
I want to diversify or perhaps have a change in career path. I have keen interest in IT and ready to explore",97.0,
300,mercy711,"HNG internship so far has been awesome and the mentors have been wonderful, i have learnt how to use note on slack and still expecting to learn so much from here. Thanks HNG for this opportunity.",,
301,ryusufu,Passionate Web Developer,,
302,temideewan,Temidayo Omoyajowo..... Currently on a learning path to speaking Dothraki to computers..... Oh and I love playing drums too,100.0,
303,mercyinyang,Dogs are my favourite. I like to talk about depression and how we can heal.,101.0,
304,estherjadaman,,102.0,
305,jinadwalliy,"Male, Nigerian, West African. Curious about how to develop himself and getting to learn new skills.",103.0,
306,danielowiri4zoe,A Believer| A Life Coach| A Business Developer| A Tech Enthusiast| A Social Entrepreneur,,
307,smartunlimited95,,,
308,damilareolabimtan,Aspiring Front End developer,106.0,
309,ulomakr,Start.ng Intern,107.0,
310,fortunatewebs,I'm Sunday Fortune,108.0,
311,onwennae,"I'm simple and fun to be with.
Lover of nature.",,
312,IfeAminu,A budding front end web developer,110.0,
313,primteb,I am a data scientist.,111.0,
314,ekemini.ekwere,,112.0,
315,bdamilare3,Front-end developer and aspiring back-end developer,113.0,
316,ionyenokporo,UX Researcher | Learning to code | Food enthusiast,,
317,jemimah.vb,,115.0,
318,petaidehen,"An I.T enthusiast ready to learn, connect and change my corner of the world",116.0,BABY STEPS TO BECOMING A PROGRAMMER
319,petaidehen,"An I.T enthusiast ready to learn, connect and change my corner of the world",116.0,OVERVIEW OF MY HNG PRE-INTERNSHIP EXPERIENCE: THE JOURNEY SO FAR
320,petaidehen,"An I.T enthusiast ready to learn, connect and change my corner of the world",116.0,OVERVIEW OF MY HNG PRE-INTERNSHIP EXPERIENCE: THE JOURNEY SO FAR
321,petaidehen,"An I.T enthusiast ready to learn, connect and change my corner of the world",116.0,BABY STEPS TO BECOMING A PROGRAMMER
322,adegboyegaphilemon,"An environmental microbiologist with great enthusiasm for all things tech. Lover of sports, anime, history books and documentaries. #choplifemakelifenochopyou is a motto.",117.0,
323,codelieutenant,"A Dad, Husband, a smart learner and a collaborator.
A Girl-Child Advocate. 
I love teamwork, travelling, working out and Learning new stuffs.
I am Open minded, No Stress.",118.0,
324,franklynwisdom,I am a tech enthusiast who is currently learning Android Application Development.,119.0,
325,iburity19,"Technology-oriented, with passion for new challenges.",120.0,
326,chubukass,Am a full stack developer,121.0,
327,ayodejiolaniran19,,122.0,
328,geomaggi91,,,
329,hollas2jnr,An introvert with so much interest in arts works and information technology... Passionate about solving solutions with technology.,,
330,gbindinazeez,,125.0,
331,mavyjayann,A frontend web developer whose affinity for pop culture is unmatched.,,
332,damoladonald,,,
333,jimohzainab4753,,,
334,jayawesomest,I am an Android and a Backend developer,,
335,okakosomano,I just want to code..,,
336,onwujiubaugouo,"I am a tech enthusiast. Currently working on a PropTech solution.

I am also passionate on helping startups develop blueprints that will enable them scale up their operations and gain global acclaim.",,
337,adurajoshua,"Memories, how sweet it is. Our job is to help you keep those memories alive, fresh for you. ""... Remember We have got you covered""",132.0,MY HTML JOURNEY
338,adurajoshua,"Memories, how sweet it is. Our job is to help you keep those memories alive, fresh for you. ""... Remember We have got you covered""",132.0,My StartNG Internship
339,adurajoshua,"Memories, how sweet it is. Our job is to help you keep those memories alive, fresh for you. ""... Remember We have got you covered""",132.0,MY HTML JOURNEY
340,adurajoshua,"Memories, how sweet it is. Our job is to help you keep those memories alive, fresh for you. ""... Remember We have got you covered""",132.0,My StartNG Internship
341,ireabueke,,,
342,ajelelade,,,
343,kayodele17,Am a web developer looking for ways to improve my skills,135.0,
344,chideu,Digital Exceller. Cocacola Enthusiast. Content Creator. Digital Marketer. Social Media Manager. Front End Developer,,
345,omokugbobr,,137.0,
346,detoun4med,,138.0,
347,davidadedeji32,Always learning,139.0,
348,abdullahakinwumi,"Learning web development, IoT and Cybersecurity... Product design and 3D printing as side hustle, student of OAU, Nigeria.",140.0,
349,danielpopoola95,Beginner Backend Developer,,
350,reeta.nzere,You start dying when you stop learning.,142.0,
351,siyanbolafaruk,Simplicity and creativity,143.0,
352,thedavyloper,Frontend Web Dev,144.0,
353,solomonafol,"Creative Content Developer, with a budding interest in Machine Learning and Artificial Intelligence",145.0,
354,kikkymakz,"My name is Adewole Kikelomo Adewumi, I love  reading,studying and meeting people; which is why am here. To read,study and meet people. Am keen to success.",,
355,baasisek01,,,
356,inyangidongesit22,iObserve && learn,148.0,
357,hollyiyeh,"Graduate economist, homemaker, avid learner and Jesus Child",,
358,calabarspice,You'll love me when you get to know me,150.0,
359,daniaemike,,151.0,My Start at StartNG
360,daniaemike,,151.0,StartNG Task Two - Creating a CV using only HTML
361,daniaemike,,151.0,StartNG Task Two - Creating a CV using only HTML
362,daniaemike,,151.0,StartNG Task Two - Creating a CV using only HTML
363,daniaemike,,151.0,StartNG Task Two - Creating a CV using only HTML
364,daniaemike,,151.0,StartNG Task Two - Creating a CV using only HTML
